# GENERATED by ./gradlew :conformance-icu:updateLedger. Reviewed by hand.
# icu=release-78.3  cldr=release-48-2
#
# Every row is a case where this library and ICU disagree and the
# disagreement is expected. A new one fails the build; a row that stops
# reproducing fails too. An ICU version bump regenerates this file, and
# the diff is the point rather than a nuisance.
#
# domain	locale	case	ours	icu	divergence	note
display-names	en-CC	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-CC	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-CH	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-CH	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-CK	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-CK	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-CM	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-CM	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-CX	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-CX	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-CY	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-CY	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-CZ	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-CZ	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-DE	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-DE	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-DG	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-DG	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-DK	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-DK	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-DM	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-DM	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-EE	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-EE	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-ER	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-ER	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-ES	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-ES	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-FI	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-FI	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-FJ	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-FJ	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-FK	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-FK	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-FM	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-FM	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-FR	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-FR	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GB	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GB	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GD	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GD	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GE	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GE	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GG	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GG	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GH	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GH	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GI	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GI	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GM	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GM	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GS	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GS	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GU	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GU	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GY	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-GY	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-HK	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-HK	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-HU	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-HU	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-ID	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-ID	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-IE	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-IE	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-IL	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-IL	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-IM	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-IM	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-IN	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-IN	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-IO	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-IO	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-IT	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-IT	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-JE	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-JE	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-JM	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-JM	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-JP	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-JP	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-KE	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-KE	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-KI	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-KI	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-KN	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-KN	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-KY	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-KY	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-LC	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-LC	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-LR	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-LR	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-LS	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-LS	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-LT	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-LT	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-LV	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-LV	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MG	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MG	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MH	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MH	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MO	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MO	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MP	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MP	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MS	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MS	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MT	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MT	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MU	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MU	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MV	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MV	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MW	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MW	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MY	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-MY	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NA	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NA	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NF	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NF	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NG	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NG	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NL	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NL	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NO	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NO	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NR	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NR	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NU	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NU	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NZ	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-NZ	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PG	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PG	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PH	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PH	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PK	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PK	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PL	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PL	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PN	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PN	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PR	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PR	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PT	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PT	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PW	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-PW	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-RO	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-RO	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-RW	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-RW	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SB	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SB	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SC	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SC	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SD	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SD	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SE	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SE	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SG	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SG	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SH	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SH	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SI	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SI	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SK	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SK	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SL	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SL	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SS	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SS	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SX	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SX	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SZ	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-SZ	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-TC	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-TC	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-TK	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-TK	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-TO	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-TO	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-TT	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-TT	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-TV	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-TV	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-TZ	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-TZ	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-UA	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-UA	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-UG	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-UG	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-UM	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-UM	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-US	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-US	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-VC	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-VC	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-VG	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-VG	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-VI	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-VI	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-VU	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-VU	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-WS	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-WS	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-ZA	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-ZA	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-ZM	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-ZM	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-ZW	script/Hans	Simplified	Simplified Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	en-ZW	script/Hant	Traditional	Traditional Han	DEFECT	TODO: explain this divergence or reclassify it
display-names	eo	script/Hans	simpligita	simpligita ĉina	DEFECT	TODO: explain this divergence or reclassify it
display-names	eo	script/Hant	tradicia	tradicia ĉina	DEFECT	TODO: explain this divergence or reclassify it
display-names	eo-001	script/Hans	simpligita	simpligita ĉina	DEFECT	TODO: explain this divergence or reclassify it
display-names	eo-001	script/Hant	tradicia	tradicia ĉina	DEFECT	TODO: explain this divergence or reclassify it
display-names	es	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-419	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-419	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-AR	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-AR	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-BO	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-BO	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-BR	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-BR	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-BZ	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-BZ	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-CL	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-CL	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-CO	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-CO	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-CR	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-CR	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-CU	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-CU	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-DO	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-DO	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-EA	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-EA	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-EC	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-EC	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-ES	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-ES	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-GQ	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-GQ	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-GT	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-GT	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-HN	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-HN	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-IC	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-IC	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-MX	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-MX	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-NI	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-NI	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-PA	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-PA	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-PE	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-PE	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-PH	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-PH	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-PR	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-PR	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-PY	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-PY	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-SV	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-SV	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-US	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-US	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-UY	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-UY	script/Hant	tradicional	han tradicional	DEFECT	TODO: explain this divergence or reclassify it
display-names	es-VE	script/Hans	simplificado	han simplificado	DEFECT	TODO: explain this divergence or reclassify it
