# GENERATED by ./gradlew :conformance-icu:updateLedger. Reviewed by hand.
# icu=release-78.3  cldr=release-48-2
#
# Every row is a case where this library and ICU disagree and the
# disagreement is expected. A new one fails the build; a row that stops
# reproducing fails too. An ICU version bump regenerates this file, and
# the diff is the point rather than a nuisance.
#
# domain	locale	case	ours	icu	divergence	note
currency-names	sr-Cyrl-ME	SRD/name	суринамски долар	surinamski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SRG/name	Суринамски гилдер	Surinamski gilder	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SSP/name	јужносуданска фунта	južnosudanska funta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	STD/name	Саотомска добра (1977–2017)	Saotomska dobra (1977–2017)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	STN/name	саотомска добра	saotomska dobra	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SUR/name	Совјетска рубља	Sovjetska rublja	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SVC/name	Салвадорски колон	Salvadorski kolon	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SYP/name	сиријска фунта	sirijska funta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SZL/name	свазилендски лилангени	svazilendski lilangeni	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	THB/name	тајландски бат	tajlandski bat	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	TJR/name	Таџихистанска рубља	Tadžihistanska rublja	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	TJS/name	таџикистански сомон	tadžikistanski somon	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	TMM/name	Туркменистански манат (1993–2009)	Turkmenistanski manat (1993–2009)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	TMT/name	туркменистански манат	turkmenistanski manat	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	TND/name	туниски динар	tuniski dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	TOP/name	тонганска панга	tonganska panga	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	TPE/name	Тиморшки ескудо	Timorški eskudo	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	TRL/name	Турска лира (1922–2005)	Turska lira (1922–2005)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	TRY/name	турска лира	turska lira	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	TTD/name	тринидадскотобашки долар	trinidadskotobaški dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	TWD/name	нови тајвански долар	novi tajvanski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	TZS/name	танзанијски шилинг	tanzanijski šiling	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	UAH/name	украјинска гривна	ukrajinska grivna	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	UAK/name	Украјински карбованети	Ukrajinski karbovaneti	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	UGS/name	Угандски шилинг (1966–1987)	Ugandski šiling (1966–1987)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	UGX/name	угандски шилинг	ugandski šiling	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	USD/name	амерички долар	američki dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	USN/name	САД долар (следећи дан)	SAD dolar (sledeći dan)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	USS/name	САД долар (исти дан)	SAD dolar (isti dan)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	UYI/name	Уругвајски пезо ен унидадес индексадас	Urugvajski pezo en unidades indeksadas	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	UYP/name	Уругвајски пезо (1975–1993)	Urugvajski pezo (1975–1993)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	UYU/name	уругвајски пезос	urugvajski pezos	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	UZS/name	узбекистански сом	uzbekistanski som	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	VEB/name	Венецуелански боливар (1871–2008)	Venecuelanski bolivar (1871–2008)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	VEF/name	Венецуелански боливар (2008–2018)	Venecuelanski bolivar (2008–2018)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	VES/name	венецуелански боливар	venecuelanski bolivar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	VND/name	вијетнамски донг	vijetnamski dong	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	VUV/name	вануатски вату	vanuatski vatu	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	WST/name	самоанска тала	samoanska tala	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XAF/name	централноафрички франак	centralnoafrički franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XAG/name	Сребро	Srebro	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XAU/name	Злато	Zlato	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XBA/name	Европска композитна јединица	Evropska kompozitna jedinica	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XBB/name	Европска новчана јединица	Evropska novčana jedinica	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XBC/name	Европска јединица рачуна (XBC)	Evropska jedinica računa (XBC)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XBD/name	Европска јединица рачуна (XBD)	Evropska jedinica računa (XBD)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XCD/name	источнокарипски долар	istočnokaripski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XCG/name	карипски гулден	karipski gulden	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XDR/name	Посебна цртаћа права	Posebna crtaća prava	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XEU/name	Европска валутна јединица	Evropska valutna jedinica	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XFO/name	Француски златни франак	Francuski zlatni franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XFU/name	Француски UIC-франак	Francuski UIC-franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XOF/name	западноафрички франак	zapadnoafrički franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XPD/name	Паладијум	Paladijum	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XPF/name	CFP франак	CFP franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XPT/name	Платина	Platina	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XRE/name	RINET фонд	RINET fond	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XTS/name	Код тестиране валуте	Kod testirane valute	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	XXX/name	непозната валута	nepoznata valuta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	YDD/name	Јеменски динар	Jemenski dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	YER/name	јеменски ријал	jemenski rijal	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	YUD/name	Југословенски тврди динар	Jugoslovenski tvrdi dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	YUM/name	Југословенски нови динар	Jugoslovenski novi dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	YUN/name	Југословенски конвертибилни динар	Jugoslovenski konvertibilni dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ZAL/name	Јужно-афрички ранд (финансијски)	Južno-afrički rand (finansijski)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ZAR/name	јужноафрички ранд	južnoafrički rand	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ZMK/name	Замбијска квача (1968–2012)	Zambijska kvača (1968–2012)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ZMW/name	замбијска квача	zambijska kvača	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ZRN/name	Заирски нови заир	Zairski novi zair	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ZRZ/name	Заирски заир	Zairski zair	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ZWD/name	Зимбабвеански долар (1980–2008)	Zimbabveanski dolar (1980–2008)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ZWG/name	зимбабвеанско злато	zimbabveansko zlato	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ZWL/name	Зимбабвеански долар (2009)	Zimbabveanski dolar (2009)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ZWR/name	Зимбабвеански долар (2008)	Zimbabveanski dolar (2008)	DEFECT	TODO: explain this divergence or reclassify it
