# GENERATED by ./gradlew :conformance-icu:updateLedger. Reviewed by hand.
# icu=release-78.3  cldr=release-48-2
#
# Every row is a case where this library and ICU disagree and the
# disagreement is expected. A new one fails the build; a row that stops
# reproducing fails too. An ICU version bump regenerates this file, and
# the diff is the point rather than a nuisance.
#
# domain	locale	case	ours	icu	divergence	note
timezone-names	sr-Cyrl-ME	Asia/Samarkand/GENERIC_LONG	Узбекистан време	Uzbekistan vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Samarkand/STANDARD_LONG	Узбекистан, стандардно време	Uzbekistan, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Singapore/STANDARD_LONG	Сингапур, стандардно време	Singapur, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Taipei/DAYLIGHT_LONG	Тајпеј, летње време	Tajpej, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Taipei/GENERIC_LONG	Тајпеј време	Tajpej vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Taipei/STANDARD_LONG	Тајпеј, стандардно време	Tajpej, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Tbilisi/DAYLIGHT_LONG	Грузија, летње време	Gruzija, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Tbilisi/GENERIC_LONG	Грузија време	Gruzija vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Tbilisi/STANDARD_LONG	Грузија, стандардно време	Gruzija, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Tehran/DAYLIGHT_LONG	Иран, летње време	Iran, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Tehran/GENERIC_LONG	Иран време	Iran vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Tehran/STANDARD_LONG	Иран, стандардно време	Iran, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Thimphu/STANDARD_LONG	Бутан време	Butan vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Tokyo/DAYLIGHT_LONG	Јапанско летње време	Japansko letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Tokyo/GENERIC_LONG	Јапанско време	Japansko vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Tokyo/STANDARD_LONG	Јапанско стандардно време	Japansko standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Ulaanbaatar/DAYLIGHT_LONG	Улан Батор, летње време	Ulan Bator, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Ulaanbaatar/GENERIC_LONG	Улан Батор време	Ulan Bator vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Ulaanbaatar/STANDARD_LONG	Улан Батор, стандардно време	Ulan Bator, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Ust-Nera/DAYLIGHT_LONG	Владивосток, летње време	Vladivostok, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Ust-Nera/GENERIC_LONG	Владивосток време	Vladivostok vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Ust-Nera/STANDARD_LONG	Владивосток, стандардно време	Vladivostok, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Yekaterinburg/DAYLIGHT_LONG	Јекатеринбург, летње време	Jekaterinburg, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Yekaterinburg/GENERIC_LONG	Јекатеринбург време	Jekaterinburg vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Yekaterinburg/STANDARD_LONG	Јекатеринбург, стандардно време	Jekaterinburg, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Yerevan/DAYLIGHT_LONG	Јерменија, летње време	Jermenija, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Yerevan/GENERIC_LONG	Јерменија време	Jermenija vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Asia/Yerevan/STANDARD_LONG	Јерменија, стандардно време	Jermenija, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Atlantic/Azores/DAYLIGHT_LONG	Азори, летње време	Azori, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Atlantic/Azores/GENERIC_LONG	Азори време	Azori vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Atlantic/Azores/STANDARD_LONG	Азори, стандардно време	Azori, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Atlantic/Canary/DAYLIGHT_LONG	Западноевропско летње време	Zapadnoevropsko letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Atlantic/Canary/GENERIC_LONG	Западноевропско време	Zapadnoevropsko vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Atlantic/Canary/STANDARD_LONG	Западноевропско стандардно време	Zapadnoevropsko standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Atlantic/Cape_Verde/DAYLIGHT_LONG	Зеленортска Острва, летње време	Zelenortska Ostrva, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Atlantic/Cape_Verde/GENERIC_LONG	Зеленортска Острва време	Zelenortska Ostrva vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Atlantic/Cape_Verde/STANDARD_LONG	Зеленортска Острва, стандардно време	Zelenortska Ostrva, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Atlantic/South_Georgia/STANDARD_LONG	Јужна Џорџија време	Južna Džordžija vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Atlantic/Stanley/DAYLIGHT_LONG	Фолкландска Острва, летње време	Folklandska Ostrva, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Atlantic/Stanley/GENERIC_LONG	Фолкландска Острва време	Folklandska Ostrva vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Atlantic/Stanley/STANDARD_LONG	Фолкландска Острва, стандардно време	Folklandska Ostrva, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Australia/Adelaide/DAYLIGHT_LONG	Аустралијско централно летње време	Australijsko centralno letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Australia/Adelaide/GENERIC_LONG	Аустралијско централно време	Australijsko centralno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Australia/Adelaide/STANDARD_LONG	Аустралијско централно стандардно време	Australijsko centralno standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Australia/Eucla/DAYLIGHT_LONG	Аустралијско централно западно летње време	Australijsko centralno zapadno letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Australia/Eucla/GENERIC_LONG	Аустралијско централно западно време	Australijsko centralno zapadno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Australia/Eucla/STANDARD_LONG	Аустралијско централно западно стандардно време	Australijsko centralno zapadno standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Australia/Lord_Howe/DAYLIGHT_LONG	Лорд Хов, летње време	Lord Hov, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Australia/Lord_Howe/GENERIC_LONG	Лорд Хов време	Lord Hov vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Australia/Lord_Howe/STANDARD_LONG	Лорд Хов, стандардно време	Lord Hov, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Etc/UTC/STANDARD_LONG	Координисано универзално време	Koordinisano univerzalno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Europe/Astrakhan/DAYLIGHT_LONG	Самара летње рачунање времена	Samara letnje računanje vremena	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Europe/Astrakhan/GENERIC_LONG	Самара време	Samara vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Europe/Astrakhan/STANDARD_LONG	Самара стандардно време	Samara standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Europe/Dublin/DAYLIGHT_LONG	Ирска, стандардно време	Irska, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Europe/Dublin/STANDARD_LONG	Средње време по Гриничу	Srednje vreme po Griniču	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Europe/Istanbul/DAYLIGHT_LONG	Турска летње рачунање времена	Turska letnje računanje vremena	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Europe/Istanbul/GENERIC_LONG	Турска време	Turska vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Europe/Istanbul/STANDARD_LONG	Турска стандардно време	Turska standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Europe/Kirov/DAYLIGHT_LONG	Москва, летње време	Moskva, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Europe/Kirov/GENERIC_LONG	Москва време	Moskva vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Europe/Kirov/STANDARD_LONG	Москва, стандардно време	Moskva, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Europe/London/DAYLIGHT_LONG	Британија, летње време	Britanija, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Europe/London/STANDARD_LONG	Средње време по Гриничу	Srednje vreme po Griniču	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Indian/Chagos/STANDARD_LONG	Индијско океанско време	Indijsko okeansko vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Indian/Christmas/STANDARD_LONG	Божићно острво време	Božićno ostrvo vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Indian/Cocos/STANDARD_LONG	Кокос (Келинг) Острва време	Kokos (Keling) Ostrva vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Indian/Kerguelen/STANDARD_LONG	Француско јужно и антарктичко време	Francusko južno i antarktičko vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Indian/Mahe/STANDARD_LONG	Сејшели време	Sejšeli vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Indian/Maldives/STANDARD_LONG	Малдиви време	Maldivi vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Indian/Mauritius/DAYLIGHT_LONG	Маурицијус, летње време	Mauricijus, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Indian/Mauritius/GENERIC_LONG	Маурицијус време	Mauricijus vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Indian/Mauritius/STANDARD_LONG	Маурицијус, стандардно време	Mauricijus, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Indian/Reunion/STANDARD_LONG	Реинион време	Reinion vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Apia/DAYLIGHT_LONG	Апија, летње време	Apija, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Apia/GENERIC_LONG	Апија време	Apija vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Apia/STANDARD_LONG	Апија, стандардно време	Apija, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Chatham/DAYLIGHT_LONG	Чатам, летње време	Čatam, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Chatham/GENERIC_LONG	Чатам време	Čatam vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Chatham/STANDARD_LONG	Чатам, стандардно време	Čatam, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Easter/DAYLIGHT_LONG	Ускршња острва, летње време	Uskršnja ostrva, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Easter/GENERIC_LONG	Ускршња острва време	Uskršnja ostrva vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Easter/STANDARD_LONG	Ускршња острва, стандардно време	Uskršnja ostrva, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Efate/DAYLIGHT_LONG	Вануату, летње време	Vanuatu, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Efate/GENERIC_LONG	Вануату време	Vanuatu vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Efate/STANDARD_LONG	Вануату, стандардно време	Vanuatu, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Enderbury/STANDARD_LONG	Феникс острва време	Feniks ostrva vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Fakaofo/STANDARD_LONG	Токелау време	Tokelau vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Fiji/DAYLIGHT_LONG	Фиџи, летње време	Fidži, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Fiji/GENERIC_LONG	Фиџи време	Fidži vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Fiji/STANDARD_LONG	Фиџи, стандардно време	Fidži, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Funafuti/STANDARD_LONG	Тувалу време	Tuvalu vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Galapagos/STANDARD_LONG	Галапагос време	Galapagos vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Gambier/STANDARD_LONG	Гамбије време	Gambije vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Guadalcanal/STANDARD_LONG	Соломонска Острва време	Solomonska Ostrva vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Guam/STANDARD_LONG	Чаморо време	Čamoro vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Honolulu/STANDARD_LONG	Хавајско-алеутско стандардно време	Havajsko-aleutsko standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Kiritimati/STANDARD_LONG	Острва Лајн време	Ostrva Lajn vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Kosrae/STANDARD_LONG	Кошре време	Košre vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Kwajalein/STANDARD_LONG	Маршалска Острва време	Maršalska Ostrva vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Marquesas/STANDARD_LONG	Маркиз време	Markiz vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Midway/DAYLIGHT_LONG	Самоа, летње време	Samoa, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Midway/GENERIC_LONG	Самоа време	Samoa vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Midway/STANDARD_LONG	Самоа, стандардно време	Samoa, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Nauru/STANDARD_LONG	Науру време	Nauru vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Niue/STANDARD_LONG	Ниуе време	Niue vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Norfolk/DAYLIGHT_LONG	Норфолк Острво, летње време	Norfolk Ostrvo, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Norfolk/GENERIC_LONG	Норфолк Острво време	Norfolk Ostrvo vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Norfolk/STANDARD_LONG	Норфолк Острво, стандардно време	Norfolk Ostrvo, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Noumea/DAYLIGHT_LONG	Нова Каледонија, летње време	Nova Kaledonija, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Noumea/GENERIC_LONG	Нова Каледонија време	Nova Kaledonija vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Noumea/STANDARD_LONG	Нова Каледонија, стандардно време	Nova Kaledonija, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Palau/STANDARD_LONG	Палау време	Palau vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Pitcairn/STANDARD_LONG	Питкерн време	Pitkern vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Ponape/STANDARD_LONG	Понпеј време	Ponpej vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Port_Moresby/STANDARD_LONG	Папуа Нова Гвинеја време	Papua Nova Gvineja vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Rarotonga/DAYLIGHT_LONG	Кукова острва, полу-летње време	Kukova ostrva, polu-letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Rarotonga/GENERIC_LONG	Кукова острва време	Kukova ostrva vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Rarotonga/STANDARD_LONG	Кукова острва, стандардно време	Kukova ostrva, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Tahiti/STANDARD_LONG	Тахити време	Tahiti vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Tarawa/STANDARD_LONG	Гилберт острва време	Gilbert ostrva vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Tongatapu/DAYLIGHT_LONG	Тонга, летње време	Tonga, letnje vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Tongatapu/GENERIC_LONG	Тонга време	Tonga vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Tongatapu/STANDARD_LONG	Тонга, стандардно време	Tonga, standardno vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Truk/STANDARD_LONG	Чуук време	Čuuk vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Wake/STANDARD_LONG	Вејк острво време	Vejk ostrvo vreme	DEFECT	TODO: explain this divergence or reclassify it
timezone-names	sr-Cyrl-ME	Pacific/Wallis/STANDARD_LONG	Валис и Футуна Острва време	Valis i Futuna Ostrva vreme	DEFECT	TODO: explain this divergence or reclassify it
